iter	Logloss
131	0.4160202115
132	0.4158913585
133	0.4157004556
134	0.4156389234
135	0.415456038
136	0.415374316
137	0.4152202862
138	0.4150458028
139	0.4149744577
140	0.4148285344
141	0.4147273274
142	0.4146533973
143	0.4145668053
144	0.4144208944
145	0.4143036669
146	0.4142165453
147	0.4140772775
148	0.4139588816
149	0.4138785526
150	0.4138095327
151	0.4136285845
152	0.4135437423
153	0.4134037382
154	0.4133192566
155	0.4131875542
156	0.4130098208
157	0.4129081778
158	0.4128232344
159	0.412672487
160	0.412581714
161	0.4124188475
162	0.4123238804
163	0.4122656967
164	0.4120732934
165	0.411964684
166	0.4118923365
167	0.4118034657
168	0.4116511285
169	0.4115358392
170	0.4114613002
171	0.4113657844
172	0.4112694102
173	0.4111878658
174	0.4110956936
175	0.4109505313
176	0.4109018022
177	0.4107777585
178	0.4106397942
179	0.4105751163
180	0.4104510402
181	0.4103340407
182	0.4102109597
183	0.410160907
184	0.4099859082
185	0.4099282505
186	0.4098899143
187	0.4097948084
188	0.4096545726
189	0.4094674797
190	0.4093838527
191	0.4092877975
192	0.4091874607
193	0.4090652494
194	0.4089746159
195	0.4088653765
196	0.4087576924
197	0.4086815125
198	0.4085968492
199	0.4085458519
200	0.4084346689
201	0.4083494472
202	0.4082753265
203	0.4081451977
204	0.4080412854
205	0.4079479238
206	0.4079008702
207	0.4077606067
208	0.407629439
209	0.4075831946
210	0.4074676121
211	0.4073926921
212	0.4072418499
213	0.4071765426
214	0.4070205263
215	0.4069023595
216	0.4067661239
217	0.4066021955
218	0.4065029161
219	0.4063942527
220	0.4063178313
221	0.4061507054
222	0.4060226235
223	0.4059492618
224	0.4058914067
225	0.4058353211
226	0.4057081236
227	0.4056304631
228	0.405538679
229	0.405462093
230	0.4053800553
231	0.4052787486
232	0.4051515263
233	0.4050816009
234	0.4049772735
235	0.4049341225
236	0.4048485722
237	0.4047498978
238	0.4046710907
239	0.4046030613
240	0.4045681678
241	0.4044136189
242	0.4043097765
243	0.4042101345
244	0.4040903369
245	0.404041325
246	0.4039547367
247	0.4038950884
248	0.4037687771
249	0.4037072976
250	0.4036586302
251	0.4035896683
252	0.4035135767
253	0.4034566198
254	0.403356404
255	0.4032530339
256	0.4030988837
257	0.4030008851
258	0.402975875
259	0.4028501551
260	0.4027490505
261	0.4026075193
262	0.402562344
263	0.4024582817
264	0.4023762777
265	0.4022802967
266	0.4021514197
267	0.4020326541
268	0.4019562662
269	0.4018786081
270	0.4017505776
271	0.401669035
272	0.4015405144
273	0.4014197415
274	0.4013152647
275	0.4011385729
276	0.4010302559
277	0.4009082441
278	0.4007845792
279	0.4006524528
280	0.4005143554
281	0.400445876
282	0.400351386
283	0.400216805
284	0.4001165276
285	0.4000100295
286	0.3998851748
287	0.3997458543
288	0.3996612394
289	0.3995241855
290	0.3993648421
291	0.3992411258
292	0.3991435876
293	0.399061321
294	0.3989342653
295	0.3988884549
296	0.3987876492
297	0.3986718727
298	0.3985463419
299	0.3984047864
300	0.3982748301
301	0.3981740052
302	0.3980663512
303	0.3978872635
304	0.3978161177
305	0.3977268645
306	0.3976550024
307	0.3975629116
308	0.3974210231
309	0.3972938523
310	0.3971832736
311	0.3971108767
312	0.3969435705
313	0.3968111521
314	0.3967212897
315	0.3966014868
316	0.3965334368
317	0.3964002928
318	0.3962915052
319	0.3962182456
320	0.3961682109
321	0.3960596874
322	0.3959246853
323	0.3958453457
324	0.3956981336
325	0.3955538333
326	0.3954703546
327	0.3953886556
328	0.3952914136
329	0.39520239
330	0.3950640023
331	0.3949596856
332	0.3948695551
333	0.3948032026
334	0.3946123691
335	0.3944701815
336	0.3943362564
337	0.3941788859
338	0.3940794291
339	0.3939664238
340	0.3938802393
341	0.3938029539
342	0.3937278838
343	0.3936518893
344	0.3935529617
345	0.3934508468
346	0.3933059688
347	0.3932126453
348	0.3931202802
349	0.3930107441
350	0.392937093
351	0.3928009799
352	0.3926907327
353	0.3926087251
354	0.392440309
355	0.3923326996
356	0.3922257197
357	0.3921016811
358	0.3920628503
359	0.3919982196
360	0.3918912939
361	0.3917296404
362	0.3916341344
363	0.3915578692
364	0.3914188154
365	0.3912843456
366	0.3911648973
367	0.3910416456
368	0.3909277715
369	0.3908050857
370	0.390676998
371	0.3906091588
372	0.3904984724
373	0.3903960033
374	0.3902380278
375	0.390064512
376	0.3899150409
377	0.3897460769
378	0.3896004573
379	0.3895096938
380	0.389431292
381	0.3892863108
382	0.3891709736
383	0.3890420197
384	0.3889189482
385	0.3888342255
386	0.388715406
387	0.3886034428
388	0.3884929407
389	0.3884227235
390	0.3883266195
391	0.3882164651
392	0.3881133716
393	0.3880419324
394	0.3879288722
395	0.3878171515
396	0.3876705525
397	0.3874958971
398	0.3874145871
399	0.3873235207
400	0.3871781376
401	0.3870731048
402	0.3869937075
403	0.3869215638
404	0.3868143622
405	0.3867099365
406	0.3866150486
407	0.3865397419
408	0.3864696718
409	0.3863488836
410	0.3862433609
411	0.3862030784
412	0.3861146666
413	0.3860364531
414	0.3859370217
415	0.3858217138
416	0.3857463778
417	0.3856389386
418	0.3854713841
419	0.3853794846
420	0.3853000119
421	0.3852146358
422	0.3851041946
423	0.3850527143
424	0.3849647774
425	0.3848443936
426	0.3847893937
427	0.3846737987
428	0.3845552282
429	0.3843792969
430	0.384329329
431	0.3842100805
432	0.3840792493
433	0.3839857923
434	0.3838870075
435	0.383797853
436	0.3837211845
437	0.3836346494
438	0.3835114553
439	0.3834806272
440	0.3833790135
441	0.3832249979
442	0.3831562079
443	0.3830305299
444	0.3829794144
445	0.3829280371
446	0.3828066113
447	0.382673102
448	0.3825981309
449	0.3825132121
450	0.3824350815
451	0.3823501559
452	0.3821984473
453	0.3821103422
454	0.3820289648
455	0.381982175
456	0.3818927071
457	0.3817988629
458	0.3817041522
459	0.3816382196
460	0.3815564333
461	0.3815323743
462	0.3814528976
463	0.38132444
464	0.3812132125
465	0.3811564045
466	0.381033736
467	0.3809324439
468	0.3808376313
469	0.3807754758
470	0.3806906832
471	0.3805840161
472	0.3805153114
473	0.3804550246
474	0.3803240915
475	0.3802623474
476	0.3801730996
477	0.3800539571
478	0.3799627242
479	0.3798929115
480	0.3798052104
481	0.3797383668
482	0.3796523648
483	0.3796072999
484	0.3795107147
485	0.3795056758
486	0.3794408777
487	0.379311004
488	0.379214357
489	0.3791674916
490	0.3790405667
491	0.3789830895
492	0.3788922981
493	0.37876685
494	0.3786786824
495	0.3786109507
496	0.3785094407
497	0.378406105
498	0.3783713762
499	0.3782553741
500	0.3781412142
501	0.3780699851
502	0.3779419669
503	0.3778248687
504	0.3777062965
505	0.3775942289
506	0.3775123735
507	0.3774539098
508	0.3774222086
509	0.3773390932
510	0.3772840159
511	0.3772190199
512	0.3770983702
513	0.3770257873
514	0.376947089
515	0.3768512564
516	0.3766946503
517	0.3766596835
518	0.3766018407
519	0.3765498638
520	0.3764813323
521	0.3763775101
522	0.3763074477
523	0.3762823965
524	0.3762107948
525	0.3761380085
526	0.3759755804
527	0.3759243381
528	0.3758799583
529	0.3758260701
530	0.3757035558
531	0.3755918643
532	0.3754945155
533	0.3753830211
534	0.3752703987
535	0.3751858936
536	0.3750892867
537	0.375047528
538	0.3749305098
539	0.3748384425
540	0.3747827415
541	0.3747109894
542	0.3746338646
543	0.3745548002
544	0.3744791569
545	0.3744274098
546	0.374380216
547	0.3743045072
548	0.3742008898
549	0.3741621634
550	0.3740901506
551	0.3740107803
552	0.3738785726
553	0.3737917673
554	0.3737157129
555	0.3736270465
556	0.3735657614
557	0.3734528664
558	0.3733838558
559	0.3733005421
560	0.3732106201
561	0.3731636791
562	0.3731205151
563	0.3730018018
564	0.3729467627
565	0.3728830714
566	0.3728423606
567	0.3727133204
568	0.3726789553
569	0.3725875786
570	0.3725272363
571	0.3724418225
572	0.3723176263
573	0.3722351846
574	0.372144475
575	0.3720602271
576	0.37200319
577	0.3719228396
578	0.3718664956
579	0.3717888958
580	0.3716930438
581	0.3715947299
582	0.3715316856
583	0.3714177471
584	0.3713471206
585	0.3713146492
586	0.3712629735
587	0.3712029899
588	0.3711200465
589	0.3710538909
590	0.3710193548
591	0.3709782548
592	0.370902188
593	0.3708381036
594	0.3707507315
595	0.3706659112
596	0.3706152866
597	0.3705845713
598	0.3704985924
599	0.3703664418
600	0.3702879142
601	0.370158192
602	0.3701123557
603	0.3700497469
604	0.3699982173
605	0.369963166
606	0.3698766647
607	0.3698024002
608	0.3696796755
609	0.3696084332
610	0.3695640718
611	0.3694652825
612	0.3694042273
613	0.3693220423
614	0.3692335358
615	0.369167101
616	0.3691084066
617	0.369025122
618	0.3689249809
619	0.3688512373
620	0.3687667436
621	0.3686709707
622	0.3685556817
623	0.3685005654
624	0.3683871731
625	0.3682883682
626	0.3681875984
627	0.3681272635
628	0.3680128156
629	0.3679561015
630	0.3678878843
631	0.3678298161
632	0.3677863921
633	0.3676839975
634	0.3675869375
635	0.3675128614
636	0.367467309
637	0.3673488812
638	0.3672266149
639	0.3671168419
640	0.3669957068
641	0.3669641317
642	0.3669076376
643	0.3668042571
644	0.366716597
645	0.3666634692
646	0.3665646425
647	0.3665229389
648	0.3664478109
649	0.3663887916
650	0.3662841566
651	0.3661682719
652	0.3660698129
653	0.3660100143
654	0.3659582045
655	0.365820497
656	0.3657213097
657	0.365617436
658	0.3655487728
659	0.3655359777
660	0.365391434
661	0.3653065675
662	0.3652413805
663	0.3651911821
664	0.365124701
665	0.3650556989
666	0.364960061
667	0.3648539347
668	0.3647475519
669	0.3646111762
670	0.364559719
671	0.3644846815
672	0.3644096058
673	0.3643524436
674	0.3642449467
675	0.3641674615
676	0.3641351971
677	0.3640540822
678	0.3639730271
679	0.3639125563
680	0.3638884409
681	0.3638634677
682	0.3637560821
683	0.3636756735
684	0.3636207222
685	0.3635320126
686	0.3634267217
687	0.3633630251
688	0.3633155885
689	0.3632347388
690	0.3631618337
691	0.3631231108
692	0.3630229131
693	0.3629200044
694	0.3628785589
695	0.3627797946
696	0.3626965022
697	0.362645524
698	0.3626058677
699	0.3625511008
700	0.3624861907
701	0.3623789857
702	0.3622457103
703	0.3621745539
704	0.3621113575
705	0.3619847524
706	0.3618916103
707	0.3617823302
708	0.361718233
709	0.3616052532
710	0.3615309351
711	0.3614684904
712	0.36137993
713	0.3613015881
714	0.3611777567
715	0.3611299785
716	0.3610890234
717	0.3610427655
718	0.3609877839
719	0.360932999
720	0.3608380253
721	0.3608015897
722	0.3606664036
723	0.3606055437
724	0.3605391983
725	0.3604628416
726	0.3603227121
727	0.3602598921
728	0.3601922923
729	0.3601299939
730	0.3600432118
731	0.3599664309
732	0.3598798863
733	0.3597744663
734	0.3596916645
735	0.3595762312
736	0.3595077331
737	0.3593685427
738	0.3593106193
739	0.3592080202
740	0.359153321
741	0.3591104969
742	0.3590368419
743	0.3589443828
744	0.3588434319
745	0.3587348004
746	0.3586691756
747	0.3585431464
748	0.3585053541
749	0.358418541
750	0.3583470694
751	0.3583046821
752	0.3582165858
753	0.358118434
754	0.3580206818
755	0.3579787926
756	0.3579008128
757	0.3578106442
758	0.3577778059
759	0.3576580664
760	0.3575811296
761	0.3574869129
762	0.3574249243
763	0.3573910031
764	0.3573324997
765	0.3572323758
766	0.3571627554
767	0.3570949069
768	0.3570013641
769	0.3569438614
770	0.3568650837
771	0.356796096
772	0.3567370557
773	0.3566858755
774	0.3566421115
775	0.356532024
776	0.3564973
777	0.356382071
778	0.3562921329
779	0.356204072
780	0.3561458529
781	0.3560480679
782	0.3560069086
783	0.3559329211
784	0.3558648955
785	0.3558313559
786	0.3557236239
787	0.3556513313
788	0.3555741639
789	0.3554574489
790	0.3553977159
791	0.3553619305
792	0.3552996246
793	0.3552851872
794	0.3551931182
795	0.3551518074
796	0.3550908147
797	0.3549970739
798	0.3549471555
799	0.354905432
800	0.3548274874
801	0.3547435567
802	0.354711197
803	0.354624668
804	0.3545762145
805	0.3545067796
806	0.3544633786
807	0.3544103559
808	0.35433041
809	0.3542501624
810	0.3542104247
811	0.3541637477
812	0.3540358653
813	0.3539461771
814	0.3538276873
815	0.3537384991
816	0.3536516938
817	0.3535363776
818	0.3534679194
819	0.3533906169
820	0.3533531956
821	0.3533093691
822	0.3532233239
823	0.3532001183
824	0.3531620788
825	0.3530311228
826	0.3529167067
827	0.3528233195
828	0.3527631911
829	0.3526434647
830	0.3525558477
831	0.3524388765
832	0.3523495524
833	0.3522911219
834	0.3522288075
835	0.3521353746
836	0.3520625152
837	0.3520401392
838	0.35195014
839	0.3518473822
840	0.3517489023
841	0.3516680541
842	0.3515859836
843	0.3514974348
844	0.3513928894
845	0.3513318148
846	0.3512185256
847	0.3511507425
848	0.3510409666
849	0.3509495191
850	0.3509078659
851	0.3508198726
852	0.3507581083
853	0.3506923115
854	0.3506479414
855	0.3505805608
856	0.3505346693
857	0.3504312047
858	0.3503574915
859	0.3502614721
860	0.3501958648
861	0.3501428901
862	0.3500737599
863	0.3500066541
864	0.3499524177
865	0.3498554641
866	0.3497413274
867	0.3496063847
868	0.3494863383
869	0.3493992756
870	0.3493411132
871	0.3492650093
872	0.3491679114
873	0.349120923
874	0.3490322627
875	0.3489561479
876	0.3488831322
877	0.3487490697
878	0.3487180045
879	0.3486311358
880	0.3485401934
881	0.3484778542
882	0.3484188053
883	0.3483721884
884	0.3482928055
885	0.3481719062
886	0.3481088141
887	0.3480521651
888	0.3479850536
889	0.3479241811
890	0.3478435631
891	0.3477853439
892	0.3477434729
893	0.3476560917
894	0.3475606723
895	0.3475097171
896	0.3474624326
897	0.3473857913
898	0.3473197032
899	0.3472771827
900	0.3471974154
901	0.3471730718
902	0.3470498633
903	0.3469945239
904	0.3469111128
905	0.3468587397
906	0.3467842057
907	0.3467149821
908	0.3466348201
909	0.3465326639
910	0.3464578005
911	0.3464116804
912	0.3463397085
913	0.3462813461
914	0.3461858828
915	0.3461074473
916	0.3460567255
917	0.345990226
918	0.345892245
919	0.3457804074
920	0.3457049303
921	0.3456256219
922	0.345569712
923	0.345484873
924	0.3454170704
925	0.3453574332
926	0.3452774586
927	0.3452239958
928	0.3451384724
929	0.3450402784
930	0.3449742602
931	0.3448520643
932	0.3447835569
933	0.3446863856
934	0.3446095778
935	0.3445428873
936	0.3444979544
937	0.3443729166
938	0.3443224606
939	0.3442528888
940	0.344197285
941	0.3441636263
942	0.3440855338
943	0.3440257302
944	0.343959335
945	0.3438870731
946	0.3438098185
947	0.3437691672
948	0.3436959673
949	0.3435722176
950	0.3434830327
951	0.3433770731
952	0.343306693
953	0.3432180288
954	0.3431633949
955	0.3430970538
956	0.3429882372
957	0.3428728494
958	0.3428404778
959	0.3427756085
960	0.3427016002
961	0.3426216032
962	0.3425477574
963	0.3424712733
964	0.3424327787
965	0.3423919645
966	0.3422945623
967	0.3422271774
968	0.3421561753
969	0.3420679854
970	0.3420354629
971	0.3419724569
972	0.3418883946
973	0.3417715025
974	0.3417503003
975	0.3416338684
976	0.3415499535
977	0.3415093035
978	0.3414989953
979	0.3414527277
980	0.3414325617
981	0.3412997016
982	0.3412316058
983	0.3411553179
984	0.3410702639
985	0.3409839485
986	0.3409599421
987	0.3408896839
988	0.3408391235
989	0.3407999311
990	0.3407320269
991	0.3406557211
992	0.340583654
993	0.3405184917
994	0.3404659831
995	0.3404229721
996	0.3403556544
997	0.340284052
998	0.3402359249
999	0.3401473232
